Age,Gender,Academic_Level,Governorate,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Sleep_Deficit,Usage_Age_Ratio,Recovery_Capacity,Psychosocial_Load,Lifestyle_Balance,Wellness_Ratio,Stress_Density
20,Female,High School,Aswan,4.2,WhatsApp,Yes,7.9,6,Single,2,7,0.09999999999999964,0.21000000000000002,47.400000000000006,8.4,1.5192307692307692,9.115384615384617,0.2857142857142857
19,Female,Graduate,Sharqia,4.3,Facebook,Yes,7.4,7,Single,3,7,0.5999999999999996,0.2263157894736842,51.800000000000004,12.899999999999999,1.3962264150943398,9.773584905660378,0.375
23,Male,Undergraduate,Suez,5.7,Instagram,Yes,5.6,5,In Relationship,3,8,2.4000000000000004,0.24782608695652175,28.0,17.1,0.835820895522388,4.17910447761194,0.5
23,Male,Graduate,Dakahlia,5.9,TikTok,Yes,7.2,5,In Relationship,4,8,0.7999999999999998,0.2565217391304348,36.0,23.6,1.0434782608695652,5.217391304347826,0.6666666666666666
20,Male,Graduate,Dakahlia,3.5,Instagram,Yes,8.3,6,In Relationship,2,6,0.0,0.175,49.800000000000004,7.0,1.8444444444444446,11.066666666666668,0.2857142857142857
19,Female,Graduate,Ismailia,4.8,TikTok,Yes,7.2,6,Single,4,8,0.7999999999999998,0.25263157894736843,43.2,19.2,1.2413793103448276,7.448275862068966,0.5714285714285714
21,Male,Graduate,Monufia,4.7,TikTok,Yes,6.2,5,Single,3,7,1.7999999999999998,0.22380952380952382,31.0,14.100000000000001,1.087719298245614,5.43859649122807,0.5
19,Male,Undergraduate,Minya,6.7,Facebook,Yes,5.1,5,In Relationship,4,9,2.9000000000000004,0.3526315789473684,25.5,26.8,0.6623376623376622,3.311688311688312,0.6666666666666666
22,Male,Graduate,Sohag,6.2,Instagram,No,6.3,7,Single,3,5,1.7000000000000002,0.2818181818181818,44.1,18.6,0.875,6.125,0.375
18,Female,Undergraduate,Assiut,7.9,Instagram,Yes,5.8,4,Single,4,9,2.2,0.4388888888888889,23.2,31.6,0.6516853932584269,2.6067415730337076,0.8
20,Female,Undergraduate,Port Said,5.8,LINE,Yes,7.0,6,Single,3,7,1.0,0.29,42.0,17.4,1.0294117647058825,6.176470588235294,0.42857142857142855
19,Male,Graduate,Assiut,5.3,WhatsApp,Yes,5.7,6,In Relationship,3,8,2.3,0.2789473684210526,34.2,15.899999999999999,0.9047619047619048,5.428571428571429,0.42857142857142855
21,Female,Undergraduate,Giza,4.8,TikTok,Yes,6.1,7,In Relationship,3,7,1.9000000000000004,0.22857142857142856,42.699999999999996,14.399999999999999,1.0517241379310345,7.362068965517241,0.375
19,Female,Graduate,Luxor,5.6,WeChat,Yes,7.0,5,Single,3,7,1.0,0.29473684210526313,35.0,16.799999999999997,1.0606060606060606,5.303030303030304,0.5
21,Male,Graduate,Assiut,4.8,Instagram,Yes,6.0,7,In Relationship,2,7,2.0,0.22857142857142856,42.0,9.6,1.0344827586206897,7.241379310344827,0.25
21,Female,Undergraduate,Aswan,4.4,WhatsApp,No,6.2,7,Single,2,5,1.7999999999999998,0.20952380952380953,43.4,8.8,1.1481481481481481,8.037037037037036,0.25
24,Male,Undergraduate,Sharqia,4.9,Instagram,Yes,6.7,5,Single,4,8,1.2999999999999998,0.2041666666666667,33.5,19.6,1.135593220338983,5.677966101694915,0.6666666666666666
22,Male,Undergraduate,Assiut,6.6,Instagram,Yes,6.4,5,In Relationship,4,9,1.5999999999999996,0.3,32.0,26.4,0.8421052631578948,4.2105263157894735,0.6666666666666666
19,Female,Graduate,Fayoum,3.0,Instagram,Yes,7.4,6,In Relationship,3,7,0.5999999999999996,0.15789473684210525,44.400000000000006,9.0,1.85,11.100000000000001,0.42857142857142855
21,Female,Graduate,Red Sea,3.9,WeChat,No,8.3,8,Single,1,4,0.0,0.18571428571428572,66.4,3.9,1.6938775510204083,13.551020408163266,0.1111111111111111
20,Male,Graduate,Giza,4.9,TikTok,Yes,6.4,6,Single,3,6,1.5999999999999996,0.24500000000000002,38.400000000000006,14.700000000000001,1.0847457627118644,6.508474576271187,0.42857142857142855
19,Male,Graduate,Port Said,5.4,Instagram,Yes,6.5,5,Single,4,7,1.5,0.28421052631578947,32.5,21.6,1.015625,5.078125,0.6666666666666666
21,Male,Graduate,Cairo,3.9,TikTok,Yes,7.4,7,In Relationship,2,7,0.5999999999999996,0.18571428571428572,51.800000000000004,7.8,1.510204081632653,10.571428571428571,0.25
21,Male,Undergraduate,Gharbia,3.1,LinkedIn,No,8.2,7,In Relationship,3,5,0.0,0.14761904761904762,57.39999999999999,9.3,2.0,14.0,0.375
22,Female,Undergraduate,Minya,7.1,TikTok,Yes,5.7,4,Single,4,9,2.3,0.3227272727272727,22.8,28.4,0.7037037037037037,2.814814814814815,0.8
22,Female,Undergraduate,Minya,5.2,Instagram,No,8.4,7,In Relationship,3,5,0.0,0.23636363636363636,58.800000000000004,15.600000000000001,1.3548387096774195,9.483870967741936,0.375
20,Female,High School,Red Sea,6.9,LinkedIn,Yes,4.5,5,Single,4,8,3.5,0.34500000000000003,22.5,27.6,0.5696202531645569,2.848101265822785,0.6666666666666666
22,Male,Graduate,Cairo,3.9,TikTok,No,8.3,7,Single,2,4,0.0,0.17727272727272728,58.10000000000001,7.8,1.6938775510204083,11.857142857142858,0.25
21,Female,Undergraduate,Luxor,4.9,WeChat,Yes,6.0,5,Complicated,4,8,2.0,0.23333333333333334,30.0,19.6,1.0169491525423728,5.084745762711864,0.6666666666666666
22,Male,High School,Aswan,6.8,WhatsApp,Yes,5.8,5,Single,4,8,2.2,0.3090909090909091,29.0,27.2,0.7435897435897436,3.717948717948718,0.6666666666666666
20,Male,Undergraduate,Red Sea,5.1,WeChat,Yes,6.2,6,Single,3,7,1.7999999999999998,0.255,37.2,15.299999999999999,1.0163934426229508,6.0983606557377055,0.42857142857142855
19,Male,Undergraduate,Beheira,3.7,LINE,No,8.3,6,In Relationship,2,5,0.0,0.19473684210526318,49.800000000000004,7.4,1.7659574468085106,10.595744680851064,0.2857142857142857
24,Male,Graduate,Luxor,5.2,Instagram,Yes,5.8,5,In Relationship,4,8,2.2,0.21666666666666667,29.0,20.8,0.9354838709677419,4.67741935483871,0.6666666666666666
19,Male,Graduate,Minya,5.5,Facebook,No,7.2,7,In Relationship,2,5,0.7999999999999998,0.2894736842105263,50.4,11.0,1.1076923076923078,7.753846153846154,0.25
24,Male,Undergraduate,Minya,5.3,WeChat,Yes,6.6,7,Single,2,7,1.4000000000000004,0.22083333333333333,46.199999999999996,10.6,1.0476190476190477,7.333333333333333,0.25
22,Male,Undergraduate,Cairo,6.4,Instagram,Yes,7.0,6,In Relationship,2,7,1.0,0.29090909090909095,42.0,12.8,0.9459459459459459,5.675675675675675,0.2857142857142857
21,Male,Graduate,Fayoum,4.3,Instagram,Yes,7.1,6,Single,3,7,0.9000000000000004,0.20476190476190476,42.599999999999994,12.899999999999999,1.3396226415094339,8.037735849056602,0.42857142857142855
23,Female,High School,Luxor,4.1,Instagram,No,6.3,7,Single,2,4,1.7000000000000002,0.1782608695652174,44.1,8.2,1.2352941176470589,8.647058823529413,0.25
20,Female,Undergraduate,Sharqia,3.5,LinkedIn,No,7.8,7,Single,2,5,0.20000000000000018,0.175,54.6,7.0,1.7333333333333334,12.133333333333333,0.25
22,Male,Undergraduate,Gharbia,3.2,TikTok,No,7.2,8,Single,1,4,0.7999999999999998,0.14545454545454548,57.6,3.2,1.7142857142857142,13.714285714285714,0.1111111111111111
19,Male,Graduate,Assiut,6.0,WeChat,Yes,6.6,4,In Relationship,5,8,1.4000000000000004,0.3157894736842105,26.4,30.0,0.9428571428571428,3.7714285714285714,1.0
20,Male,Undergraduate,Aswan,5.5,Instagram,Yes,4.6,5,In Relationship,3,7,3.4000000000000004,0.275,23.0,16.5,0.7076923076923076,3.5384615384615383,0.5
21,Female,Graduate,Gharbia,3.2,TikTok,No,7.6,8,In Relationship,2,4,0.40000000000000036,0.1523809523809524,60.8,6.4,1.8095238095238093,14.476190476190474,0.2222222222222222
20,Female,Undergraduate,Monufia,8.1,Facebook,Yes,5.3,4,Single,5,9,2.7,0.40499999999999997,21.2,40.5,0.5824175824175825,2.32967032967033,1.0
19,Male,Undergraduate,Red Sea,6.5,Instagram,Yes,5.4,5,Single,4,8,2.5999999999999996,0.34210526315789475,27.0,26.0,0.7200000000000001,3.6,0.6666666666666666
20,Male,Undergraduate,Gharbia,5.8,VKontakte,Yes,5.9,5,Complicated,4,8,2.0999999999999996,0.29,29.5,23.2,0.8676470588235294,4.338235294117647,0.6666666666666666
21,Female,Undergraduate,Suez,3.1,TikTok,No,8.4,8,Single,1,4,0.0,0.14761904761904762,67.2,3.1,2.048780487804878,16.390243902439025,0.1111111111111111
21,Male,Graduate,Red Sea,4.8,Instagram,No,6.6,7,In Relationship,2,5,1.4000000000000004,0.22857142857142856,46.199999999999996,9.6,1.1379310344827587,7.96551724137931,0.25
21,Female,Undergraduate,Monufia,3.3,Facebook,No,7.8,7,Single,2,5,0.20000000000000018,0.15714285714285714,54.6,6.6,1.8139534883720931,12.697674418604652,0.25
19,Male,Graduate,Qena,5.6,Instagram,Yes,5.9,6,In Relationship,3,8,2.0999999999999996,0.29473684210526313,35.400000000000006,16.799999999999997,0.893939393939394,5.363636363636365,0.42857142857142855
20,Male,Graduate,Monufia,5.1,TikTok,Yes,7.0,6,Single,4,8,1.0,0.255,42.0,20.4,1.1475409836065575,6.885245901639345,0.5714285714285714
20,Female,Undergraduate,Qena,4.7,Instagram,Yes,6.3,6,In Relationship,3,7,1.7000000000000002,0.23500000000000001,37.8,14.100000000000001,1.1052631578947367,6.63157894736842,0.42857142857142855
20,Female,Undergraduate,Assiut,5.7,TikTok,Yes,6.2,6,In Relationship,4,8,1.7999999999999998,0.28500000000000003,37.2,22.8,0.9253731343283582,5.552238805970149,0.5714285714285714
21,Female,Graduate,Assiut,3.6,TikTok,No,7.4,8,In Relationship,1,5,0.5999999999999996,0.17142857142857143,59.2,3.6,1.6086956521739133,12.869565217391306,0.1111111111111111
21,Female,Graduate,Beheira,4.1,TikTok,Yes,7.4,7,In Relationship,3,7,0.5999999999999996,0.1952380952380952,51.800000000000004,12.299999999999999,1.450980392156863,10.15686274509804,0.375
21,Female,Graduate,Gharbia,4.3,TikTok,No,8.0,6,Single,3,5,0.0,0.20476190476190476,48.0,12.899999999999999,1.509433962264151,9.056603773584905,0.42857142857142855
18,Female,Undergraduate,Ismailia,4.6,Instagram,No,6.7,7,In Relationship,2,5,1.2999999999999998,0.25555555555555554,46.9,9.2,1.1964285714285716,8.375,0.25
20,Female,High School,Fayoum,4.5,VKontakte,Yes,7.3,6,In Relationship,3,7,0.7000000000000002,0.225,43.8,13.5,1.3272727272727272,7.963636363636363,0.42857142857142855
24,Male,Undergraduate,Assiut,2.4,Snapchat,No,8.1,8,Single,1,4,0.0,0.09999999999999999,64.8,2.4,2.3823529411764706,19.058823529411764,0.1111111111111111
19,Male,Undergraduate,Suez,5.7,Facebook,Yes,6.2,6,Single,2,6,1.7999999999999998,0.3,37.2,11.4,0.9253731343283582,5.552238805970149,0.2857142857142857
20,Female,High School,Luxor,4.6,Facebook,Yes,7.5,7,In Relationship,3,6,0.5,0.22999999999999998,52.5,13.799999999999999,1.3392857142857144,9.375,0.375
22,Male,Undergraduate,Qalyubia,4.6,LinkedIn,Yes,6.8,6,In Relationship,3,7,1.2000000000000002,0.20909090909090908,40.8,13.799999999999999,1.2142857142857144,7.285714285714286,0.42857142857142855
22,Female,Undergraduate,Red Sea,3.5,WhatsApp,No,8.0,8,In Relationship,2,4,0.0,0.1590909090909091,64.0,7.0,1.7777777777777777,14.222222222222221,0.2222222222222222
20,Male,Undergraduate,Red Sea,5.8,Facebook,Yes,5.4,7,Single,3,7,2.5999999999999996,0.29,37.800000000000004,17.4,0.7941176470588236,5.558823529411765,0.375
24,Female,Undergraduate,Monufia,4.4,TikTok,Yes,6.0,6,Single,2,7,2.0,0.18333333333333335,36.0,8.8,1.111111111111111,6.666666666666666,0.2857142857142857
20,Female,Graduate,Luxor,5.2,Twitter,No,7.3,7,In Relationship,2,5,0.7000000000000002,0.26,51.1,10.4,1.1774193548387095,8.241935483870968,0.25
22,Female,Graduate,Cairo,6.3,Instagram,Yes,5.9,5,In Relationship,4,9,2.0999999999999996,0.2863636363636364,29.5,25.2,0.8082191780821919,4.041095890410959,0.6666666666666666
19,Male,Undergraduate,Red Sea,4.8,WhatsApp,Yes,7.5,6,Single,4,7,0.5,0.25263157894736843,45.0,19.2,1.293103448275862,7.758620689655173,0.5714285714285714
22,Female,Graduate,Assiut,6.8,Instagram,Yes,4.1,5,In Relationship,3,9,3.9000000000000004,0.3090909090909091,20.5,20.4,0.5256410256410257,2.628205128205128,0.5
21,Male,Undergraduate,Monufia,2.1,LINE,No,9.4,8,In Relationship,1,3,0.0,0.1,75.2,2.1,3.032258064516129,24.258064516129032,0.1111111111111111
19,Female,Undergraduate,Beheira,4.7,Instagram,Yes,7.4,5,In Relationship,4,8,0.5999999999999996,0.2473684210526316,37.0,18.8,1.2982456140350878,6.491228070175438,0.6666666666666666
22,Male,Undergraduate,Monufia,5.1,LINE,Yes,6.5,6,In Relationship,3,6,1.5,0.2318181818181818,39.0,15.299999999999999,1.0655737704918034,6.39344262295082,0.42857142857142855
22,Male,Undergraduate,Aswan,3.8,TikTok,No,7.2,7,In Relationship,2,5,0.7999999999999998,0.17272727272727273,50.4,7.6,1.5,10.5,0.25
21,Female,Graduate,Assiut,3.8,Instagram,No,7.0,7,In Relationship,2,5,1.0,0.18095238095238095,49.0,7.6,1.4583333333333335,10.208333333333334,0.25
22,Female,Undergraduate,Qalyubia,6.1,Instagram,Yes,6.1,7,In Relationship,3,7,1.9000000000000004,0.2772727272727273,42.699999999999996,18.299999999999997,0.8591549295774648,6.014084507042253,0.375
21,Female,Undergraduate,Red Sea,4.5,Instagram,Yes,6.7,6,Single,2,6,1.2999999999999998,0.21428571428571427,40.2,9.0,1.2181818181818183,7.3090909090909095,0.2857142857142857
22,Female,Undergraduate,Aswan,4.6,TikTok,Yes,8.1,6,Single,3,7,0.0,0.20909090909090908,48.599999999999994,13.799999999999999,1.4464285714285714,8.678571428571429,0.42857142857142855
19,Male,Undergraduate,Aswan,4.5,TikTok,Yes,7.0,5,In Relationship,3,7,1.0,0.23684210526315788,35.0,13.5,1.2727272727272727,6.363636363636363,0.5
19,Male,Graduate,Minya,4.5,Facebook,Yes,8.2,6,In Relationship,3,6,0.0,0.23684210526315788,49.199999999999996,13.5,1.4909090909090907,8.945454545454545,0.42857142857142855
23,Female,Graduate,Cairo,5.5,WhatsApp,Yes,5.1,5,In Relationship,4,8,2.9000000000000004,0.2391304347826087,25.5,22.0,0.7846153846153846,3.923076923076923,0.6666666666666666
19,Male,Graduate,Qalyubia,4.6,Instagram,Yes,7.5,6,In Relationship,3,7,0.5,0.2421052631578947,45.0,13.799999999999999,1.3392857142857144,8.035714285714286,0.42857142857142855
23,Female,Undergraduate,Ismailia,6.5,TikTok,Yes,6.8,5,Single,3,7,1.2000000000000002,0.2826086956521739,34.0,19.5,0.9066666666666666,4.533333333333333,0.5
21,Male,Graduate,Luxor,5.5,Instagram,Yes,7.3,6,Single,3,7,0.7000000000000002,0.2619047619047619,43.8,16.5,1.123076923076923,6.738461538461538,0.42857142857142855
22,Male,Undergraduate,Port Said,5.3,Facebook,Yes,7.5,5,In Relationship,4,7,0.5,0.2409090909090909,37.5,21.2,1.1904761904761905,5.9523809523809526,0.6666666666666666
21,Female,Undergraduate,Red Sea,4.1,Instagram,Yes,8.7,7,Single,2,6,0.0,0.1952380952380952,60.89999999999999,8.2,1.7058823529411764,11.941176470588234,0.25
19,Male,Undergraduate,Qena,3.9,WhatsApp,No,8.3,7,Single,2,5,0.0,0.20526315789473684,58.10000000000001,7.8,1.6938775510204083,11.857142857142858,0.25
21,Male,Undergraduate,Cairo,4.4,Twitter,No,7.4,8,Single,2,5,0.5999999999999996,0.20952380952380953,59.2,8.8,1.3703703703703702,10.962962962962962,0.2222222222222222
21,Female,Undergraduate,Sharqia,6.2,Instagram,Yes,6.0,5,Single,4,8,2.0,0.29523809523809524,30.0,24.8,0.8333333333333333,4.166666666666667,0.6666666666666666
19,Male,Undergraduate,Sohag,4.3,Facebook,No,8.2,8,In Relationship,2,4,0.0,0.2263157894736842,65.6,8.6,1.5471698113207546,12.377358490566037,0.2222222222222222
20,Female,Graduate,Cairo,5.0,TikTok,Yes,5.2,6,Complicated,3,7,2.8,0.25,31.200000000000003,15.0,0.8666666666666667,5.2,0.42857142857142855
20,Female,Undergraduate,Qalyubia,7.3,Facebook,Yes,5.7,5,Single,4,8,2.3,0.365,28.5,29.2,0.6867469879518072,3.4337349397590358,0.6666666666666666
22,Female,Graduate,Aswan,6.1,WeChat,Yes,5.8,5,Single,3,8,2.2,0.2772727272727273,29.0,18.299999999999997,0.8169014084507042,4.084507042253521,0.5
23,Male,Graduate,Minya,3.8,TikTok,No,7.4,8,In Relationship,1,3,0.5999999999999996,0.16521739130434782,59.2,3.8,1.5416666666666667,12.333333333333334,0.1111111111111111
21,Female,Graduate,Aswan,5.1,Facebook,Yes,7.3,6,In Relationship,3,8,0.7000000000000002,0.24285714285714283,43.8,15.299999999999999,1.1967213114754098,7.1803278688524586,0.42857142857142855
21,Female,Undergraduate,Alexandria,4.0,Instagram,Yes,7.3,7,In Relationship,2,7,0.7000000000000002,0.19047619047619047,51.1,8.0,1.46,10.22,0.25
24,Female,Graduate,Aswan,5.5,Instagram,Yes,5.9,6,In Relationship,3,6,2.0999999999999996,0.22916666666666666,35.400000000000006,16.5,0.9076923076923078,5.446153846153847,0.42857142857142855
21,Female,Graduate,Ismailia,4.3,Facebook,Yes,6.7,6,Single,2,7,1.2999999999999998,0.20476190476190476,40.2,8.6,1.2641509433962266,7.584905660377359,0.2857142857142857
19,Female,Graduate,Assiut,6.9,Facebook,Yes,5.7,6,In Relationship,3,8,2.3,0.3631578947368421,34.2,20.700000000000003,0.7215189873417721,4.329113924050633,0.42857142857142855
24,Male,Undergraduate,Qena,3.8,Facebook,No,8.5,8,Single,2,4,0.0,0.15833333333333333,68.0,7.6,1.7708333333333335,14.166666666666668,0.2222222222222222
22,Male,Undergraduate,Giza,3.6,Instagram,No,8.1,8,Complicated,2,3,0.0,0.16363636363636364,64.8,7.2,1.7608695652173914,14.08695652173913,0.2222222222222222
19,Male,Graduate,Beheira,4.9,Twitter,Yes,6.2,6,Single,3,7,1.7999999999999998,0.2578947368421053,37.2,14.700000000000001,1.0508474576271185,6.305084745762712,0.42857142857142855
19,Female,Graduate,Alexandria,7.1,Instagram,Yes,4.3,5,Single,4,8,3.7,0.3736842105263158,21.5,28.4,0.5308641975308642,2.6543209876543212,0.6666666666666666
19,Male,Graduate,Assiut,5.7,Instagram,Yes,5.9,5,Single,4,9,2.0999999999999996,0.3,29.5,22.8,0.8805970149253731,4.402985074626866,0.6666666666666666
20,Female,Undergraduate,Alexandria,4.9,TikTok,Yes,5.7,5,In Relationship,3,8,2.3,0.24500000000000002,28.5,14.700000000000001,0.9661016949152542,4.830508474576271,0.5
21,Female,Graduate,Minya,2.8,WhatsApp,No,9.5,8,In Relationship,2,4,0.0,0.13333333333333333,76.0,5.6,2.5,20.0,0.2222222222222222
19,Female,Graduate,Qena,4.2,WeChat,Yes,6.9,6,Single,3,6,1.0999999999999996,0.2210526315789474,41.400000000000006,12.600000000000001,1.3269230769230769,7.961538461538463,0.42857142857142855
20,Female,Undergraduate,Assiut,4.5,TikTok,Yes,6.8,6,Single,3,7,1.2000000000000002,0.225,40.8,13.5,1.2363636363636363,7.418181818181818,0.42857142857142855
20,Female,Undergraduate,Gharbia,4.8,Snapchat,Yes,7.0,7,Single,3,6,1.0,0.24,49.0,14.399999999999999,1.206896551724138,8.448275862068966,0.375
22,Male,Graduate,Alexandria,5.5,WhatsApp,Yes,6.8,6,In Relationship,3,7,1.2000000000000002,0.25,40.8,16.5,1.0461538461538462,6.276923076923077,0.42857142857142855
22,Female,Undergraduate,Alexandria,5.6,Facebook,Yes,5.7,6,Single,3,7,2.3,0.2545454545454545,34.2,16.799999999999997,0.8636363636363638,5.1818181818181825,0.42857142857142855
22,Male,Graduate,Red Sea,2.0,Instagram,No,9.5,8,Single,1,3,0.0,0.09090909090909091,76.0,2.0,3.1666666666666665,25.333333333333332,0.1111111111111111
21,Female,Graduate,Qalyubia,5.3,Facebook,Yes,6.0,5,Single,3,7,2.0,0.2523809523809524,30.0,15.899999999999999,0.9523809523809524,4.761904761904762,0.5
19,Male,Undergraduate,Cairo,6.8,Instagram,Yes,5.5,4,Single,4,9,2.5,0.35789473684210527,22.0,27.2,0.7051282051282052,2.8205128205128207,0.8
20,Female,Graduate,Monufia,6.3,TikTok,Yes,5.8,6,In Relationship,3,8,2.2,0.315,34.8,18.9,0.7945205479452054,4.767123287671232,0.42857142857142855
19,Female,Graduate,Qalyubia,4.8,TikTok,Yes,8.0,6,Single,4,7,0.0,0.25263157894736843,48.0,19.2,1.3793103448275863,8.275862068965518,0.5714285714285714
19,Female,High School,Aswan,4.4,Facebook,No,7.4,8,Complicated,2,5,0.5999999999999996,0.23157894736842108,59.2,8.8,1.3703703703703702,10.962962962962962,0.2222222222222222
22,Male,Graduate,Red Sea,4.2,Instagram,No,8.1,7,Single,3,5,0.0,0.19090909090909092,56.699999999999996,12.600000000000001,1.5576923076923075,10.903846153846153,0.375
24,Male,Undergraduate,Luxor,3.4,TikTok,No,7.9,7,In Relationship,2,5,0.09999999999999964,0.14166666666666666,55.300000000000004,6.8,1.7954545454545454,12.568181818181818,0.25
20,Male,Graduate,Suez,5.1,Facebook,No,7.2,7,Single,3,5,0.7999999999999998,0.255,50.4,15.299999999999999,1.1803278688524592,8.262295081967213,0.375
22,Female,Graduate,Qalyubia,3.6,Instagram,No,6.8,7,In Relationship,2,5,1.2000000000000002,0.16363636363636364,47.6,7.2,1.4782608695652175,10.347826086956523,0.25
23,Female,Undergraduate,Sohag,5.8,Instagram,Yes,5.9,5,In Relationship,4,7,2.0999999999999996,0.25217391304347825,29.5,23.2,0.8676470588235294,4.338235294117647,0.6666666666666666
21,Male,Undergraduate,Beheira,3.3,WeChat,No,7.1,8,Single,2,5,0.9000000000000004,0.15714285714285714,56.8,6.6,1.6511627906976745,13.209302325581396,0.2222222222222222
19,Female,Undergraduate,Sharqia,3.8,TikTok,No,6.7,6,In Relationship,3,6,1.2999999999999998,0.19999999999999998,40.2,11.399999999999999,1.3958333333333335,8.375000000000002,0.42857142857142855
20,Female,Graduate,Aswan,4.2,Instagram,No,8.1,7,In Relationship,2,4,0.0,0.21000000000000002,56.699999999999996,8.4,1.5576923076923075,10.903846153846153,0.25
19,Male,Graduate,Minya,4.5,LinkedIn,No,6.7,7,Single,2,5,1.2999999999999998,0.23684210526315788,46.9,9.0,1.2181818181818183,8.527272727272727,0.25
21,Male,Undergraduate,Alexandria,6.8,Instagram,Yes,5.7,6,Single,4,8,2.3,0.3238095238095238,34.2,27.2,0.7307692307692308,4.384615384615385,0.5714285714285714
22,Female,Graduate,Dakahlia,2.6,Instagram,No,7.9,8,Single,1,4,0.09999999999999964,0.11818181818181818,63.2,2.6,2.1944444444444446,17.555555555555557,0.1111111111111111
21,Female,Undergraduate,Cairo,7.0,Instagram,Yes,4.8,5,In Relationship,4,9,3.2,0.3333333333333333,24.0,28.0,0.6,3.0,0.6666666666666666
20,Male,Undergraduate,Beheira,4.8,WhatsApp,Yes,7.3,5,In Relationship,3,8,0.7000000000000002,0.24,36.5,14.399999999999999,1.2586206896551724,6.293103448275862,0.5
22,Female,Graduate,Cairo,4.3,KakaoTalk,Yes,8.0,7,In Relationship,3,7,0.0,0.19545454545454544,56.0,12.899999999999999,1.509433962264151,10.566037735849058,0.375
22,Female,Undergraduate,Dakahlia,4.6,Twitter,Yes,7.7,5,Single,3,6,0.2999999999999998,0.20909090909090908,38.5,13.799999999999999,1.3750000000000002,6.875,0.5
19,Female,Graduate,Beheira,6.1,Instagram,Yes,5.1,5,Single,4,9,2.9000000000000004,0.32105263157894737,25.5,24.4,0.7183098591549295,3.591549295774648,0.6666666666666666
22,Female,Graduate,Suez,6.7,LinkedIn,Yes,6.4,5,Single,4,8,1.5999999999999996,0.30454545454545456,32.0,26.8,0.8311688311688312,4.1558441558441555,0.6666666666666666
21,Female,Graduate,Luxor,3.0,Facebook,No,8.5,8,Single,2,4,0.0,0.14285714285714285,68.0,6.0,2.125,17.0,0.2222222222222222
20,Male,Graduate,Assiut,5.8,TikTok,Yes,5.9,6,In Relationship,3,7,2.0999999999999996,0.29,35.400000000000006,17.4,0.8676470588235294,5.2058823529411775,0.42857142857142855
19,Female,Undergraduate,Qalyubia,4.2,Instagram,Yes,5.8,6,Single,3,7,2.2,0.2210526315789474,34.8,12.600000000000001,1.1153846153846154,6.692307692307692,0.42857142857142855
21,Male,Undergraduate,Sharqia,4.4,TikTok,No,7.7,6,In Relationship,4,6,0.2999999999999998,0.20952380952380953,46.2,17.6,1.4259259259259258,8.555555555555555,0.5714285714285714
22,Female,Graduate,Cairo,4.4,WhatsApp,No,7.8,8,Single,2,5,0.20000000000000018,0.2,62.4,8.8,1.4444444444444444,11.555555555555555,0.2222222222222222
20,Male,Undergraduate,Cairo,6.8,TikTok,Yes,5.7,6,In Relationship,3,8,2.3,0.33999999999999997,34.2,20.4,0.7307692307692308,4.384615384615385,0.42857142857142855
22,Male,Graduate,Alexandria,5.0,TikTok,Yes,6.2,6,In Relationship,4,7,1.7999999999999998,0.22727272727272727,37.2,20.0,1.0333333333333334,6.2,0.5714285714285714
19,Male,Graduate,Cairo,2.9,Instagram,No,8.0,8,Single,1,5,0.0,0.15263157894736842,64.0,2.9,2.0512820512820515,16.410256410256412,0.1111111111111111
19,Male,High School,Sharqia,5.2,TikTok,Yes,5.7,8,In Relationship,2,6,2.3,0.2736842105263158,45.6,10.4,0.9193548387096774,7.354838709677419,0.2222222222222222
19,Male,Undergraduate,Qena,5.4,Instagram,Yes,6.7,6,Single,4,8,1.2999999999999998,0.28421052631578947,40.2,21.6,1.046875,6.28125,0.5714285714285714
21,Female,Undergraduate,Alexandria,5.7,Instagram,Yes,6.6,6,Complicated,3,8,1.4000000000000004,0.27142857142857146,39.599999999999994,17.1,0.9850746268656716,5.910447761194029,0.42857142857142855
20,Female,Graduate,Assiut,5.7,Instagram,Yes,7.2,6,In Relationship,3,7,0.7999999999999998,0.28500000000000003,43.2,17.1,1.0746268656716418,6.447761194029851,0.42857142857142855
20,Male,Undergraduate,Beheira,3.5,Instagram,No,7.3,6,Single,2,5,0.7000000000000002,0.175,43.8,7.0,1.6222222222222222,9.733333333333333,0.2857142857142857
22,Female,Graduate,Qalyubia,7.5,TikTok,Yes,5.0,4,In Relationship,4,9,3.0,0.3409090909090909,20.0,30.0,0.5882352941176471,2.3529411764705883,0.8
21,Male,High School,Beheira,6.1,Facebook,Yes,6.8,5,Single,4,8,1.2000000000000002,0.29047619047619044,34.0,24.4,0.9577464788732395,4.788732394366197,0.6666666666666666
21,Female,Graduate,Aswan,6.4,TikTok,Yes,5.2,5,In Relationship,4,8,2.8,0.3047619047619048,26.0,25.6,0.7027027027027027,3.513513513513513,0.6666666666666666
18,Female,Graduate,Monufia,3.6,TikTok,No,9.0,7,Single,3,4,0.0,0.2,63.0,10.8,1.956521739130435,13.695652173913045,0.375
21,Female,Undergraduate,Gharbia,5.2,TikTok,No,7.3,7,In Relationship,2,5,0.7000000000000002,0.24761904761904763,51.1,10.4,1.1774193548387095,8.241935483870968,0.25
