Student_ID,Feature_1,SHAP_1,Direction_1,Feature_2,SHAP_2,Direction_2,Feature_3,SHAP_3,Direction_3,Feature_4,SHAP_4,Direction_4,Feature_5,SHAP_5,Direction_5
710,Affects_Academic_Performance,0.8279,Increases Risk,Wellness_Ratio,0.1202,Increases Risk,Recovery_Capacity,0.0903,Increases Risk,Stress_Density,-0.072,Decreases Risk,Age,-0.0236,Decreases Risk
711,Affects_Academic_Performance,-1.4286,Decreases Risk,Stress_Density,-0.2341,Decreases Risk,Wellness_Ratio,-0.0448,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk,Age,0.0351,Increases Risk
712,Affects_Academic_Performance,0.7329,Increases Risk,Stress_Density,-0.2833,Decreases Risk,Wellness_Ratio,-0.1593,Decreases Risk,Psychosocial_Load,-0.1158,Decreases Risk,Age,-0.0311,Decreases Risk
713,Affects_Academic_Performance,0.8025,Increases Risk,Recovery_Capacity,0.0633,Increases Risk,Age,0.0606,Increases Risk,Stress_Density,0.0602,Increases Risk,Wellness_Ratio,-0.0552,Decreases Risk
714,Affects_Academic_Performance,0.925,Increases Risk,Stress_Density,0.3157,Increases Risk,Recovery_Capacity,0.1222,Increases Risk,Wellness_Ratio,0.0876,Increases Risk,Psychosocial_Load,0.0443,Increases Risk
715,Affects_Academic_Performance,-1.3314,Decreases Risk,Stress_Density,-0.1151,Decreases Risk,Psychosocial_Load,-0.0421,Decreases Risk,Age,-0.0343,Decreases Risk,Recovery_Capacity,0.0257,Increases Risk
716,Affects_Academic_Performance,-1.6602,Decreases Risk,Stress_Density,-0.3876,Decreases Risk,Wellness_Ratio,-0.1774,Decreases Risk,Recovery_Capacity,-0.1713,Decreases Risk,Psychosocial_Load,-0.1523,Decreases Risk
717,Affects_Academic_Performance,0.864,Increases Risk,Wellness_Ratio,0.1622,Increases Risk,Recovery_Capacity,0.1321,Increases Risk,Stress_Density,0.0957,Increases Risk,Age,0.0842,Increases Risk
718,Affects_Academic_Performance,-1.6437,Decreases Risk,Stress_Density,-0.4183,Decreases Risk,Recovery_Capacity,-0.2026,Decreases Risk,Psychosocial_Load,-0.1646,Decreases Risk,Wellness_Ratio,-0.1527,Decreases Risk
719,Affects_Academic_Performance,-1.5463,Decreases Risk,Stress_Density,-0.2333,Decreases Risk,Wellness_Ratio,-0.1931,Decreases Risk,Recovery_Capacity,-0.1564,Decreases Risk,Psychosocial_Load,-0.0754,Decreases Risk
720,Affects_Academic_Performance,1.0224,Increases Risk,Stress_Density,0.6697,Increases Risk,Wellness_Ratio,0.2583,Increases Risk,Recovery_Capacity,0.1666,Increases Risk,Psychosocial_Load,0.0961,Increases Risk
721,Affects_Academic_Performance,0.7463,Increases Risk,Wellness_Ratio,-0.1463,Decreases Risk,Stress_Density,-0.1239,Decreases Risk,Recovery_Capacity,-0.0356,Decreases Risk,Usage_Age_Ratio,-0.0122,Decreases Risk
722,Affects_Academic_Performance,0.9906,Increases Risk,Stress_Density,0.4668,Increases Risk,Wellness_Ratio,0.2659,Increases Risk,Recovery_Capacity,0.1607,Increases Risk,Psychosocial_Load,0.1344,Increases Risk
723,Affects_Academic_Performance,0.987,Increases Risk,Stress_Density,0.4465,Increases Risk,Wellness_Ratio,0.2863,Increases Risk,Recovery_Capacity,0.1633,Increases Risk,Psychosocial_Load,0.097,Increases Risk
724,Affects_Academic_Performance,-1.6305,Decreases Risk,Stress_Density,-0.3707,Decreases Risk,Recovery_Capacity,-0.196,Decreases Risk,Wellness_Ratio,-0.1724,Decreases Risk,Psychosocial_Load,-0.1136,Decreases Risk
725,Affects_Academic_Performance,0.8801,Increases Risk,Stress_Density,0.3735,Increases Risk,Wellness_Ratio,-0.0922,Decreases Risk,Recovery_Capacity,0.0774,Increases Risk,Psychosocial_Load,0.0606,Increases Risk
726,Affects_Academic_Performance,-1.3471,Decreases Risk,Stress_Density,-0.1351,Decreases Risk,Wellness_Ratio,-0.0922,Decreases Risk,Psychosocial_Load,-0.0531,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
727,Affects_Academic_Performance,0.8323,Increases Risk,Stress_Density,0.1251,Increases Risk,Psychosocial_Load,0.0949,Increases Risk,Wellness_Ratio,-0.0349,Decreases Risk,Age,0.0178,Increases Risk
728,Affects_Academic_Performance,-1.3679,Decreases Risk,Psychosocial_Load,0.0508,Increases Risk,Wellness_Ratio,-0.0467,Decreases Risk,Mental_Health_Score,0.0288,Increases Risk,Age,-0.0154,Decreases Risk
729,Affects_Academic_Performance,0.7317,Increases Risk,Stress_Density,-0.3554,Decreases Risk,Wellness_Ratio,-0.1607,Decreases Risk,Psychosocial_Load,-0.1211,Decreases Risk,Age,0.0493,Increases Risk
730,Affects_Academic_Performance,0.827,Increases Risk,Wellness_Ratio,0.1499,Increases Risk,Stress_Density,-0.1119,Decreases Risk,Recovery_Capacity,0.1071,Increases Risk,Lifestyle_Balance,0.0458,Increases Risk
731,Affects_Academic_Performance,0.8263,Increases Risk,Stress_Density,-0.3934,Decreases Risk,Wellness_Ratio,-0.246,Decreases Risk,Recovery_Capacity,-0.1564,Decreases Risk,Psychosocial_Load,-0.1204,Decreases Risk
732,Affects_Academic_Performance,-1.4223,Decreases Risk,Stress_Density,-0.2468,Decreases Risk,Wellness_Ratio,-0.0801,Decreases Risk,Recovery_Capacity,-0.0782,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk
733,Affects_Academic_Performance,-1.8229,Decreases Risk,Stress_Density,-0.6728,Decreases Risk,Psychosocial_Load,-0.3524,Decreases Risk,Wellness_Ratio,-0.3341,Decreases Risk,Recovery_Capacity,-0.2611,Decreases Risk
734,Affects_Academic_Performance,-1.4593,Decreases Risk,Wellness_Ratio,-0.1889,Decreases Risk,Recovery_Capacity,-0.1863,Decreases Risk,Mental_Health_Score,-0.0399,Decreases Risk,Age,0.0286,Increases Risk
735,Affects_Academic_Performance,0.924,Increases Risk,Stress_Density,0.3299,Increases Risk,Psychosocial_Load,0.0918,Increases Risk,Recovery_Capacity,0.0733,Increases Risk,Wellness_Ratio,0.0731,Increases Risk
736,Affects_Academic_Performance,0.8035,Increases Risk,Wellness_Ratio,-0.1181,Decreases Risk,Stress_Density,0.1052,Increases Risk,Psychosocial_Load,0.0516,Increases Risk,Usage_Age_Ratio,-0.0206,Decreases Risk
737,Affects_Academic_Performance,-1.6075,Decreases Risk,Stress_Density,-0.3787,Decreases Risk,Recovery_Capacity,-0.2008,Decreases Risk,Wellness_Ratio,-0.1267,Decreases Risk,Psychosocial_Load,-0.1188,Decreases Risk
738,Affects_Academic_Performance,0.9752,Increases Risk,Stress_Density,0.4627,Increases Risk,Wellness_Ratio,0.2019,Increases Risk,Recovery_Capacity,0.1103,Increases Risk,Psychosocial_Load,0.1005,Increases Risk
739,Affects_Academic_Performance,-1.3471,Decreases Risk,Stress_Density,-0.1286,Decreases Risk,Wellness_Ratio,-0.0916,Decreases Risk,Psychosocial_Load,-0.0529,Decreases Risk,Usage_Age_Ratio,-0.024,Decreases Risk
740,Affects_Academic_Performance,0.7823,Increases Risk,Stress_Density,-0.1294,Decreases Risk,Recovery_Capacity,0.0604,Increases Risk,Age,-0.0462,Decreases Risk,Usage_Age_Ratio,-0.0163,Decreases Risk
741,Affects_Academic_Performance,0.8055,Increases Risk,Age,-0.1095,Decreases Risk,Recovery_Capacity,0.0844,Increases Risk,Wellness_Ratio,-0.0557,Decreases Risk,Stress_Density,0.0362,Increases Risk
742,Affects_Academic_Performance,-1.4707,Decreases Risk,Stress_Density,-0.2382,Decreases Risk,Recovery_Capacity,-0.1549,Decreases Risk,Wellness_Ratio,-0.0985,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk
743,Affects_Academic_Performance,-1.7683,Decreases Risk,Stress_Density,-0.4767,Decreases Risk,Wellness_Ratio,-0.3035,Decreases Risk,Psychosocial_Load,-0.2788,Decreases Risk,Recovery_Capacity,-0.2691,Decreases Risk
744,Affects_Academic_Performance,-1.3925,Decreases Risk,Stress_Density,0.0939,Increases Risk,Age,0.0728,Increases Risk,Recovery_Capacity,0.0703,Increases Risk,Wellness_Ratio,0.0614,Increases Risk
745,Affects_Academic_Performance,0.7705,Increases Risk,Stress_Density,-0.1114,Decreases Risk,Wellness_Ratio,-0.043,Decreases Risk,Recovery_Capacity,0.0338,Increases Risk,Academic_Level,-0.0099,Decreases Risk
746,Affects_Academic_Performance,0.7339,Increases Risk,Stress_Density,-0.2858,Decreases Risk,Psychosocial_Load,-0.095,Decreases Risk,Wellness_Ratio,-0.0866,Decreases Risk,Governorate_Fayoum,0.0177,Increases Risk
747,Affects_Academic_Performance,0.7415,Increases Risk,Stress_Density,-0.2354,Decreases Risk,Wellness_Ratio,-0.1351,Decreases Risk,Age,-0.0399,Decreases Risk,Recovery_Capacity,-0.0182,Decreases Risk
748,Affects_Academic_Performance,0.7783,Increases Risk,Stress_Density,-0.1294,Decreases Risk,Age,-0.0958,Decreases Risk,Recovery_Capacity,0.0639,Increases Risk,Usage_Age_Ratio,-0.0218,Decreases Risk
749,Affects_Academic_Performance,1.0496,Increases Risk,Stress_Density,0.7121,Increases Risk,Wellness_Ratio,0.337,Increases Risk,Recovery_Capacity,0.2177,Increases Risk,Psychosocial_Load,0.1814,Increases Risk
750,Affects_Academic_Performance,-1.3402,Decreases Risk,Stress_Density,-0.1328,Decreases Risk,Wellness_Ratio,-0.0571,Decreases Risk,Psychosocial_Load,-0.0528,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
751,Affects_Academic_Performance,0.7615,Increases Risk,Stress_Density,-0.1065,Decreases Risk,Age,0.0568,Increases Risk,Wellness_Ratio,-0.0434,Decreases Risk,Usage_Age_Ratio,0.0137,Increases Risk
752,Affects_Academic_Performance,0.736,Increases Risk,Stress_Density,-0.2886,Decreases Risk,Psychosocial_Load,-0.1182,Decreases Risk,Wellness_Ratio,-0.1073,Decreases Risk,Age,0.0589,Increases Risk
753,Affects_Academic_Performance,0.7345,Increases Risk,Stress_Density,-0.2396,Decreases Risk,Wellness_Ratio,-0.1575,Decreases Risk,Age,-0.1039,Decreases Risk,Recovery_Capacity,-0.0416,Decreases Risk
754,Affects_Academic_Performance,-1.3807,Decreases Risk,Wellness_Ratio,-0.1578,Decreases Risk,Stress_Density,-0.131,Decreases Risk,Age,-0.1087,Decreases Risk,Psychosocial_Load,-0.0527,Decreases Risk
755,Affects_Academic_Performance,1.0088,Increases Risk,Stress_Density,0.4725,Increases Risk,Wellness_Ratio,0.2935,Increases Risk,Recovery_Capacity,0.1937,Increases Risk,Psychosocial_Load,0.1765,Increases Risk
756,Affects_Academic_Performance,-1.6003,Decreases Risk,Stress_Density,-0.393,Decreases Risk,Recovery_Capacity,-0.1954,Decreases Risk,Wellness_Ratio,-0.1257,Decreases Risk,Psychosocial_Load,-0.1173,Decreases Risk
757,Affects_Academic_Performance,-1.4722,Decreases Risk,Wellness_Ratio,-0.1851,Decreases Risk,Recovery_Capacity,-0.1761,Decreases Risk,Mental_Health_Score,-0.0329,Decreases Risk,Age,0.0286,Increases Risk
758,Affects_Academic_Performance,-1.406,Decreases Risk,Stress_Density,-0.242,Decreases Risk,Age,-0.0946,Decreases Risk,Psychosocial_Load,-0.0873,Decreases Risk,Recovery_Capacity,0.0254,Increases Risk
759,Affects_Academic_Performance,0.9834,Increases Risk,Stress_Density,0.4748,Increases Risk,Wellness_Ratio,0.2257,Increases Risk,Psychosocial_Load,0.1231,Increases Risk,Recovery_Capacity,0.0902,Increases Risk
760,Affects_Academic_Performance,0.7393,Increases Risk,Wellness_Ratio,-0.1597,Decreases Risk,Stress_Density,-0.1276,Decreases Risk,Recovery_Capacity,-0.0534,Decreases Risk,Psychosocial_Load,-0.0516,Decreases Risk
761,Affects_Academic_Performance,0.7585,Increases Risk,Stress_Density,-0.1169,Decreases Risk,Age,-0.1157,Decreases Risk,Wellness_Ratio,-0.081,Decreases Risk,Recovery_Capacity,0.0238,Increases Risk
762,Affects_Academic_Performance,0.7804,Increases Risk,Stress_Density,-0.1349,Decreases Risk,Recovery_Capacity,0.06,Increases Risk,Age,-0.0495,Decreases Risk,Lifestyle_Balance,0.0166,Increases Risk
763,Affects_Academic_Performance,0.9698,Increases Risk,Stress_Density,0.5605,Increases Risk,Wellness_Ratio,0.1464,Increases Risk,Recovery_Capacity,0.1273,Increases Risk,Age,0.0807,Increases Risk
764,Affects_Academic_Performance,-1.337,Decreases Risk,Psychosocial_Load,-0.05,Decreases Risk,Stress_Density,-0.049,Decreases Risk,Wellness_Ratio,-0.0367,Decreases Risk,Recovery_Capacity,0.0284,Increases Risk
765,Affects_Academic_Performance,0.7327,Increases Risk,Stress_Density,-0.2522,Decreases Risk,Wellness_Ratio,-0.1976,Decreases Risk,Recovery_Capacity,-0.0569,Decreases Risk,Psychosocial_Load,-0.0527,Decreases Risk
766,Affects_Academic_Performance,0.7939,Increases Risk,Stress_Density,0.109,Increases Risk,Wellness_Ratio,-0.0952,Decreases Risk,Recovery_Capacity,0.0311,Increases Risk,Age,0.0258,Increases Risk
767,Affects_Academic_Performance,0.89,Increases Risk,Stress_Density,0.3851,Increases Risk,Wellness_Ratio,-0.0966,Decreases Risk,Psychosocial_Load,0.0942,Increases Risk,Recovery_Capacity,0.0612,Increases Risk
768,Affects_Academic_Performance,0.769,Increases Risk,Stress_Density,-0.1067,Decreases Risk,Wellness_Ratio,-0.0426,Decreases Risk,Recovery_Capacity,0.0423,Increases Risk,Age,0.0144,Increases Risk
769,Affects_Academic_Performance,0.8507,Increases Risk,Wellness_Ratio,0.1493,Increases Risk,Recovery_Capacity,0.125,Increases Risk,Usage_Age_Ratio,-0.0159,Decreases Risk,Lifestyle_Balance,0.0124,Increases Risk
770,Affects_Academic_Performance,-1.3447,Decreases Risk,Stress_Density,-0.1351,Decreases Risk,Wellness_Ratio,-0.0908,Decreases Risk,Psychosocial_Load,-0.0517,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
771,Affects_Academic_Performance,-1.5593,Decreases Risk,Stress_Density,-0.2241,Decreases Risk,Recovery_Capacity,-0.2014,Decreases Risk,Wellness_Ratio,-0.1946,Decreases Risk,Psychosocial_Load,-0.076,Decreases Risk
772,Affects_Academic_Performance,0.7667,Increases Risk,Stress_Density,-0.1178,Decreases Risk,Age,-0.0474,Decreases Risk,Wellness_Ratio,-0.0435,Decreases Risk,Recovery_Capacity,0.0121,Increases Risk
773,Affects_Academic_Performance,0.7607,Increases Risk,Stress_Density,-0.2329,Decreases Risk,Wellness_Ratio,-0.0446,Decreases Risk,Age,-0.0323,Decreases Risk,Lifestyle_Balance,0.0133,Increases Risk
774,Affects_Academic_Performance,-1.3536,Decreases Risk,Stress_Density,-0.1277,Decreases Risk,Age,-0.1033,Decreases Risk,Wellness_Ratio,-0.0884,Decreases Risk,Psychosocial_Load,-0.0532,Decreases Risk
775,Affects_Academic_Performance,0.8254,Increases Risk,Stress_Density,0.1256,Increases Risk,Psychosocial_Load,0.0767,Increases Risk,Age,0.0669,Increases Risk,Wellness_Ratio,-0.0349,Decreases Risk
776,Affects_Academic_Performance,-1.4267,Decreases Risk,Recovery_Capacity,0.134,Increases Risk,Wellness_Ratio,0.1094,Increases Risk,Stress_Density,-0.042,Decreases Risk,Mental_Health_Score,0.0312,Increases Risk
777,Affects_Academic_Performance,0.9376,Increases Risk,Stress_Density,0.4047,Increases Risk,Psychosocial_Load,0.0968,Increases Risk,Recovery_Capacity,0.0754,Increases Risk,Wellness_Ratio,0.0635,Increases Risk
778,Affects_Academic_Performance,-1.6248,Decreases Risk,Stress_Density,-0.3938,Decreases Risk,Wellness_Ratio,-0.1679,Decreases Risk,Recovery_Capacity,-0.1611,Decreases Risk,Psychosocial_Load,-0.1247,Decreases Risk
779,Affects_Academic_Performance,0.7371,Increases Risk,Wellness_Ratio,-0.159,Decreases Risk,Stress_Density,-0.1286,Decreases Risk,Recovery_Capacity,-0.0526,Decreases Risk,Psychosocial_Load,-0.0513,Decreases Risk
780,Affects_Academic_Performance,0.8653,Increases Risk,Wellness_Ratio,0.1363,Increases Risk,Psychosocial_Load,0.0723,Increases Risk,Stress_Density,0.0634,Increases Risk,Recovery_Capacity,0.0634,Increases Risk
781,Affects_Academic_Performance,0.9834,Increases Risk,Stress_Density,0.4739,Increases Risk,Wellness_Ratio,0.223,Increases Risk,Psychosocial_Load,0.1165,Increases Risk,Recovery_Capacity,0.0929,Increases Risk
782,Affects_Academic_Performance,0.7519,Increases Risk,Stress_Density,-0.2487,Decreases Risk,Wellness_Ratio,-0.1636,Decreases Risk,Recovery_Capacity,-0.0292,Decreases Risk,Governorate_Fayoum,0.018,Increases Risk
783,Affects_Academic_Performance,-1.4246,Decreases Risk,Stress_Density,-0.2365,Decreases Risk,Wellness_Ratio,-0.0852,Decreases Risk,Mental_Health_Score,-0.0428,Decreases Risk,Recovery_Capacity,-0.0335,Decreases Risk
784,Affects_Academic_Performance,1.0496,Increases Risk,Stress_Density,0.6977,Increases Risk,Wellness_Ratio,0.3013,Increases Risk,Recovery_Capacity,0.1595,Increases Risk,Psychosocial_Load,0.1524,Increases Risk
785,Affects_Academic_Performance,-1.7831,Decreases Risk,Recovery_Capacity,-0.4161,Decreases Risk,Stress_Density,-0.3929,Decreases Risk,Wellness_Ratio,-0.3285,Decreases Risk,Psychosocial_Load,-0.3109,Decreases Risk
786,Affects_Academic_Performance,0.9563,Increases Risk,Stress_Density,0.4382,Increases Risk,Wellness_Ratio,0.1326,Increases Risk,Psychosocial_Load,0.1078,Increases Risk,Recovery_Capacity,0.1077,Increases Risk
787,Affects_Academic_Performance,0.7519,Increases Risk,Stress_Density,-0.2532,Decreases Risk,Wellness_Ratio,-0.1971,Decreases Risk,Recovery_Capacity,-0.0957,Decreases Risk,Age,-0.036,Decreases Risk
788,Affects_Academic_Performance,0.7255,Increases Risk,Stress_Density,-0.2922,Decreases Risk,Wellness_Ratio,-0.1559,Decreases Risk,Psychosocial_Load,-0.1232,Decreases Risk,Age,0.0137,Increases Risk
789,Affects_Academic_Performance,0.9376,Increases Risk,Stress_Density,0.4073,Increases Risk,Psychosocial_Load,0.0786,Increases Risk,Recovery_Capacity,0.0708,Increases Risk,Age,-0.0217,Decreases Risk
790,Affects_Academic_Performance,0.7684,Increases Risk,Stress_Density,-0.1249,Decreases Risk,Recovery_Capacity,0.0664,Increases Risk,Age,0.0652,Increases Risk,Wellness_Ratio,-0.0511,Decreases Risk
791,Affects_Academic_Performance,-1.639,Decreases Risk,Stress_Density,-0.3992,Decreases Risk,Recovery_Capacity,-0.1998,Decreases Risk,Psychosocial_Load,-0.1547,Decreases Risk,Wellness_Ratio,-0.148,Decreases Risk
792,Affects_Academic_Performance,1.0155,Increases Risk,Stress_Density,0.6899,Increases Risk,Wellness_Ratio,0.265,Increases Risk,Psychosocial_Load,0.1082,Increases Risk,Recovery_Capacity,0.1002,Increases Risk
793,Affects_Academic_Performance,0.8401,Increases Risk,Psychosocial_Load,0.0928,Increases Risk,Stress_Density,0.0911,Increases Risk,Age,-0.0581,Decreases Risk,Recovery_Capacity,0.054,Increases Risk
794,Affects_Academic_Performance,-1.3442,Decreases Risk,Stress_Density,-0.1454,Decreases Risk,Recovery_Capacity,-0.0776,Decreases Risk,Wellness_Ratio,-0.0662,Decreases Risk,Age,0.0589,Increases Risk
795,Affects_Academic_Performance,0.7667,Increases Risk,Stress_Density,-0.1085,Decreases Risk,Wellness_Ratio,-0.0442,Decreases Risk,Usage_Age_Ratio,0.0137,Increases Risk,Academic_Level,-0.009,Decreases Risk
796,Affects_Academic_Performance,-1.762,Decreases Risk,Stress_Density,-0.4591,Decreases Risk,Psychosocial_Load,-0.3301,Decreases Risk,Wellness_Ratio,-0.2344,Decreases Risk,Recovery_Capacity,-0.2238,Decreases Risk
797,Affects_Academic_Performance,0.8636,Increases Risk,Stress_Density,0.386,Increases Risk,Wellness_Ratio,-0.1075,Decreases Risk,Age,0.0682,Increases Risk,Recovery_Capacity,0.0668,Increases Risk
798,Affects_Academic_Performance,0.7409,Increases Risk,Stress_Density,-0.2614,Decreases Risk,Wellness_Ratio,-0.1897,Decreases Risk,Recovery_Capacity,-0.0884,Decreases Risk,Age,0.0203,Increases Risk
799,Affects_Academic_Performance,0.7371,Increases Risk,Wellness_Ratio,-0.1575,Decreases Risk,Stress_Density,-0.1286,Decreases Risk,Age,0.052,Increases Risk,Psychosocial_Load,-0.0515,Decreases Risk
800,Affects_Academic_Performance,-1.3244,Decreases Risk,Age,0.0594,Increases Risk,Wellness_Ratio,-0.0506,Decreases Risk,Mental_Health_Score,0.0288,Increases Risk,Psychosocial_Load,0.0245,Increases Risk
801,Affects_Academic_Performance,0.7913,Increases Risk,Wellness_Ratio,-0.1358,Decreases Risk,Stress_Density,0.1004,Increases Risk,Usage_Age_Ratio,-0.0205,Decreases Risk,Age,-0.0153,Decreases Risk
802,Affects_Academic_Performance,1.0519,Increases Risk,Stress_Density,0.7137,Increases Risk,Wellness_Ratio,0.3236,Increases Risk,Psychosocial_Load,0.187,Increases Risk,Recovery_Capacity,0.1614,Increases Risk
803,Affects_Academic_Performance,0.7358,Increases Risk,Stress_Density,-0.2739,Decreases Risk,Psychosocial_Load,-0.1004,Decreases Risk,Wellness_Ratio,-0.086,Decreases Risk,Age,-0.0304,Decreases Risk
804,Affects_Academic_Performance,0.7753,Increases Risk,Stress_Density,-0.124,Decreases Risk,Age,0.0642,Increases Risk,Recovery_Capacity,0.0587,Increases Risk,Lifestyle_Balance,0.016,Increases Risk
805,Affects_Academic_Performance,0.9833,Increases Risk,Stress_Density,0.6271,Increases Risk,Recovery_Capacity,0.118,Increases Risk,Wellness_Ratio,0.1162,Increases Risk,Psychosocial_Load,0.0911,Increases Risk
806,Affects_Academic_Performance,-1.3484,Decreases Risk,Stress_Density,-0.1336,Decreases Risk,Wellness_Ratio,-0.0623,Decreases Risk,Psychosocial_Load,-0.0528,Decreases Risk,Mental_Health_Score,0.0238,Increases Risk
807,Affects_Academic_Performance,0.739,Increases Risk,Stress_Density,-0.2944,Decreases Risk,Psychosocial_Load,-0.1193,Decreases Risk,Wellness_Ratio,-0.1059,Decreases Risk,Recovery_Capacity,0.0619,Increases Risk
808,Affects_Academic_Performance,-1.3082,Decreases Risk,Age,0.0626,Increases Risk,Mental_Health_Score,0.0288,Increases Risk,Psychosocial_Load,0.0285,Increases Risk,Recovery_Capacity,0.0148,Increases Risk
809,Affects_Academic_Performance,-1.6449,Decreases Risk,Stress_Density,-0.4161,Decreases Risk,Wellness_Ratio,-0.1837,Decreases Risk,Psychosocial_Load,-0.1612,Decreases Risk,Recovery_Capacity,-0.1593,Decreases Risk
810,Affects_Academic_Performance,-1.3476,Decreases Risk,Psychosocial_Load,0.0474,Increases Risk,Wellness_Ratio,0.0389,Increases Risk,Age,-0.0352,Decreases Risk,Mental_Health_Score,0.0312,Increases Risk
811,Affects_Academic_Performance,-1.6786,Decreases Risk,Stress_Density,-0.4155,Decreases Risk,Psychosocial_Load,-0.1982,Decreases Risk,Wellness_Ratio,-0.177,Decreases Risk,Recovery_Capacity,-0.1725,Decreases Risk
812,Affects_Academic_Performance,-1.318,Decreases Risk,Recovery_Capacity,0.0685,Increases Risk,Wellness_Ratio,0.0392,Increases Risk,Age,-0.0381,Decreases Risk,Stress_Density,-0.0369,Decreases Risk
813,Affects_Academic_Performance,0.89,Increases Risk,Stress_Density,0.3848,Increases Risk,Wellness_Ratio,-0.0951,Decreases Risk,Most_Used_Platform_LINE,-0.0906,Decreases Risk,Psychosocial_Load,0.0868,Increases Risk
814,Affects_Academic_Performance,0.8644,Increases Risk,Wellness_Ratio,0.1493,Increases Risk,Recovery_Capacity,0.1187,Increases Risk,Stress_Density,0.0771,Increases Risk,Age,-0.0267,Decreases Risk
815,Affects_Academic_Performance,0.7622,Increases Risk,Stress_Density,-0.1101,Decreases Risk,Most_Used_Platform_LINE,-0.069,Decreases Risk,Wellness_Ratio,-0.0437,Decreases Risk,Recovery_Capacity,0.0135,Increases Risk
816,Affects_Academic_Performance,0.7235,Increases Risk,Stress_Density,-0.3539,Decreases Risk,Wellness_Ratio,-0.1391,Decreases Risk,Psychosocial_Load,-0.087,Decreases Risk,Recovery_Capacity,-0.0309,Decreases Risk
817,Affects_Academic_Performance,-1.6542,Decreases Risk,Stress_Density,-0.3852,Decreases Risk,Wellness_Ratio,-0.1743,Decreases Risk,Recovery_Capacity,-0.1625,Decreases Risk,Psychosocial_Load,-0.1582,Decreases Risk
818,Affects_Academic_Performance,0.8264,Increases Risk,Stress_Density,0.1141,Increases Risk,Psychosocial_Load,0.0907,Increases Risk,Wellness_Ratio,-0.0613,Decreases Risk,Age,-0.0576,Decreases Risk
819,Affects_Academic_Performance,0.766,Increases Risk,Stress_Density,-0.1106,Decreases Risk,Wellness_Ratio,-0.0443,Decreases Risk,Recovery_Capacity,0.0328,Increases Risk,Usage_Age_Ratio,0.0135,Increases Risk
820,Affects_Academic_Performance,-1.702,Decreases Risk,Stress_Density,-0.4536,Decreases Risk,Wellness_Ratio,-0.2308,Decreases Risk,Psychosocial_Load,-0.2049,Decreases Risk,Recovery_Capacity,-0.168,Decreases Risk
821,Affects_Academic_Performance,-1.4422,Decreases Risk,Stress_Density,-0.2316,Decreases Risk,Wellness_Ratio,-0.0961,Decreases Risk,Age,-0.0828,Decreases Risk,Recovery_Capacity,-0.0598,Decreases Risk
822,Affects_Academic_Performance,-1.3412,Decreases Risk,Stress_Density,-0.1321,Decreases Risk,Wellness_Ratio,-0.0582,Decreases Risk,Psychosocial_Load,-0.0524,Decreases Risk,Age,0.0253,Increases Risk
823,Affects_Academic_Performance,-1.7081,Decreases Risk,Stress_Density,-0.4372,Decreases Risk,Wellness_Ratio,-0.235,Decreases Risk,Recovery_Capacity,-0.2015,Decreases Risk,Psychosocial_Load,-0.1954,Decreases Risk
824,Affects_Academic_Performance,0.7653,Increases Risk,Stress_Density,-0.1058,Decreases Risk,Age,0.0672,Increases Risk,Wellness_Ratio,-0.0478,Decreases Risk,Recovery_Capacity,0.0234,Increases Risk
825,Affects_Academic_Performance,-1.3313,Decreases Risk,Wellness_Ratio,-0.0772,Decreases Risk,Age,0.0292,Increases Risk,Mental_Health_Score,0.0288,Increases Risk,Psychosocial_Load,0.0248,Increases Risk
826,Affects_Academic_Performance,0.7835,Increases Risk,Wellness_Ratio,-0.1328,Decreases Risk,Psychosocial_Load,0.0754,Increases Risk,Age,0.0667,Increases Risk,Recovery_Capacity,-0.0543,Decreases Risk
827,Affects_Academic_Performance,0.7878,Increases Risk,Stress_Density,-0.1245,Decreases Risk,Age,0.0608,Increases Risk,Recovery_Capacity,0.0594,Increases Risk,Wellness_Ratio,0.0434,Increases Risk
828,Affects_Academic_Performance,0.7555,Increases Risk,Stress_Density,-0.2409,Decreases Risk,Age,0.0543,Increases Risk,Wellness_Ratio,-0.0482,Decreases Risk,Governorate_Sharqia,-0.0129,Decreases Risk
829,Affects_Academic_Performance,0.8233,Increases Risk,Recovery_Capacity,0.1275,Increases Risk,Age,0.0786,Increases Risk,Stress_Density,0.0266,Increases Risk,Wellness_Ratio,0.021,Increases Risk
830,Affects_Academic_Performance,0.7539,Increases Risk,Stress_Density,-0.1228,Decreases Risk,Wellness_Ratio,-0.0806,Decreases Risk,Age,0.0142,Increases Risk,Lifestyle_Balance,0.0084,Increases Risk
831,Affects_Academic_Performance,-1.3484,Decreases Risk,Stress_Density,-0.1234,Decreases Risk,Wellness_Ratio,-0.0629,Decreases Risk,Psychosocial_Load,-0.0456,Decreases Risk,Age,-0.0322,Decreases Risk
